Timestamp,Region,RawOCRResult
2025-04-20 18:16:22,WeatherDesc,"[([[np.int32(41), np.int32(13)], [np.int32(209), np.int32(13)], [np.int32(209), np.int32(55)], [np.int32(41), np.int32(55)]], '#SW 13mls', np.float64(0.43385541880827466)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.882473263733785))]"
2025-04-20 18:16:24,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8784006956071094))]"
2025-04-20 18:16:24,GameTime,"[([[0, 0], [70, 0], [70, np.int32(30)], [0, np.int32(30)]], '06.59', np.float64(0.9732089234868863))]"
2025-04-20 18:16:25,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-20 18:16:26,FishWeight,"[([[np.int32(148), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(148), np.int32(98)]], '1.847kg', np.float64(0.833133366557375))]"
2025-04-20 18:16:27,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999966025352478)), ([[np.int32(35), np.int32(24)], [np.int32(287), np.int32(24)], [np.int32(287), np.int32(67)], [np.int32(35), np.int32(67)]], 'Nordic Esterberry 14', np.float64(0.9979593081385915)), ([[np.int32(33), np.int32(57)], [np.int32(329), np.int32(57)], [np.int32(329), np.int32(95)], [np.int32(33), np.int32(95)]], 'Raspberry Flavor Purple', np.float64(0.480676091525956))]"
2025-04-20 18:25:45,Temperature,"[([[0, np.int32(9)], [np.int32(112), np.int32(9)], [np.int32(112), np.int32(61)], [0, np.int32(61)]], '16.49', np.float64(0.8771581778516787))]"
2025-04-20 18:25:46,WeatherDesc,"[([[np.int32(78), np.int32(20)], [np.int32(208), np.int32(20)], [np.int32(208), np.int32(48)], [np.int32(78), np.int32(48)]], 'SW 1.3 mls', np.float64(0.4810507551649696)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Nonnal', np.float64(0.44785169237224126))]"
2025-04-20 18:25:48,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8648700773213999))]"
2025-04-20 18:25:48,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '10.43', np.float64(0.9949189381091486))]"
2025-04-20 18:25:49,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 18:25:50,FishWeight,"[([[np.int32(215), np.int32(31)], [np.int32(351), np.int32(31)], [np.int32(351), np.int32(95)], [np.int32(215), np.int32(95)]], '527g', np.float64(0.5494872301951439))]"
2025-04-20 18:25:51,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999964237213135)), ([[np.int32(33), np.int32(25)], [np.int32(321), np.int32(25)], [np.int32(321), np.int32(67)], [np.int32(33), np.int32(67)]], 'Honey Cream 8 Pop-Up', np.float64(0.8825221291813128)), ([[np.int32(34), np.int32(58)], [np.int32(298), np.int32(58)], [np.int32(298), np.int32(90)], [np.int32(34), np.int32(90)]], 'Sweet Caramel Flavor', np.float64(0.6247728158521185))]"
2025-04-20 18:26:48,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '17.20', np.float64(0.7649163976648594))]"
2025-04-20 18:26:49,WeatherDesc,"[([[np.int32(80), np.int32(20)], [np.int32(208), np.int32(20)], [np.int32(208), np.int32(50)], [np.int32(80), np.int32(50)]], 'SW 1.33mls', np.float64(0.6228220257969201)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.9965691621047186))]"
2025-04-20 18:26:51,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8784006956071094))]"
2025-04-20 18:26:51,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '11:18', np.float64(0.954729538436672))]"
2025-04-20 18:26:52,FishName,"[([[np.int32(51), np.int32(54)], [np.int32(289), np.int32(54)], [np.int32(289), np.int32(117)], [np.int32(51), np.int32(117)]], 'Grass Carp', np.float64(0.9448616820877169))]"
2025-04-20 18:26:53,FishWeight,"[([[np.int32(143), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(143), np.int32(98)]], '9.037kg', np.float64(0.9999956294799149))]"
2025-04-20 18:26:54,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7417386397519166)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.8902798862760316)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(90)], [np.int32(34), np.int32(90)]], 'Sweet Caramel Flavor', np.float64(0.6601481982860211))]"
2025-04-20 18:44:13,Temperature,"[([[0, np.int32(9)], [np.int32(77), np.int32(9)], [np.int32(77), np.int32(60)], [0, np.int32(60)]], '230', np.float64(0.8947029286685488))]"
2025-04-20 18:44:14,WeatherDesc,"[([[np.int32(80), np.int32(20)], [np.int32(216), np.int32(20)], [np.int32(216), np.int32(50)], [np.int32(80), np.int32(50)]], 'SW 1.33mls;', np.float64(0.31150910636522794)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Noral', np.float64(0.5262255693838892))]"
2025-04-20 18:44:16,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8784006956071094))]"
2025-04-20 18:44:16,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '18.07', np.float64(0.8945447379331841))]"
2025-04-20 18:44:17,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-20 18:44:18,FishWeight,"[([[np.int32(144), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(144), np.int32(98)]], '2.386kg', np.float64(0.6989196053144792))]"
2025-04-20 18:44:19,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7556198476172126)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.9900899768206488)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(90)], [np.int32(34), np.int32(90)]], 'Sweet Caramel Flavor', np.float64(0.6259071179412239))]"
2025-04-20 18:45:01,Temperature,"[([[0, np.int32(9)], [np.int32(77), np.int32(9)], [np.int32(77), np.int32(60)], [0, np.int32(60)]], '230', np.float64(0.899753146339902))]"
2025-04-20 18:45:02,WeatherDesc,"[([[np.int32(80), np.int32(20)], [np.int32(208), np.int32(20)], [np.int32(208), np.int32(50)], [np.int32(80), np.int32(50)]], 'SW 1.3 mls', np.float64(0.5809504797685807)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.6622914971056664))]"
2025-04-20 18:45:04,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8812233880488523))]"
2025-04-20 18:45:05,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '1844', np.float64(0.9717896383055477))]"
2025-04-20 18:45:06,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-20 18:45:06,FishWeight,"[([[np.int32(144), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(144), np.int32(98)]], '3.328kg', np.float64(0.7245329951437748))]"
2025-04-20 18:45:07,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7039765275710612)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.990144846475561)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(88)], [np.int32(34), np.int32(88)]], 'Sweet Caramel Flavor', np.float64(0.8567873635461769))]"
2025-04-20 18:47:26,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '21.40', np.float64(0.4328808475950944))]"
2025-04-20 18:47:27,WeatherDesc,"[([[np.int32(41), np.int32(13)], [np.int32(209), np.int32(13)], [np.int32(209), np.int32(55)], [np.int32(41), np.int32(55)]], '#SW 13 m/s', np.float64(0.2912679113515617)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.4248580948640518))]"
2025-04-20 18:47:29,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8784006956071094))]"
2025-04-20 18:47:30,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '19.20', np.float64(0.9812201227824603))]"
2025-04-20 18:47:30,FishName,"[([[np.int32(51), np.int32(54)], [np.int32(289), np.int32(54)], [np.int32(289), np.int32(117)], [np.int32(51), np.int32(117)]], 'Grass Carp', np.float64(0.9448616820877169))]"
2025-04-20 18:47:31,FishWeight,"[([[np.int32(143), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(143), np.int32(98)]], '3.773kg', np.float64(0.8307847019510288))]"
2025-04-20 18:47:32,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7417386397519166)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.9775112512613022)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(88)], [np.int32(34), np.int32(88)]], 'Sweet Caramel Flavor', np.float64(0.8288935531592234))]"
2025-04-20 18:53:00,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '19.68', np.float64(0.5104695081163868))]"
2025-04-20 18:53:01,WeatherDesc,"[([[np.int32(41), np.int32(15)], [np.int32(209), np.int32(15)], [np.int32(209), np.int32(53)], [np.int32(41), np.int32(53)]], '25 SW 1.3 mls', np.float64(0.1526802548183035)), ([[np.int32(266), np.int32(18)], [np.int32(294), np.int32(18)], [np.int32(294), np.int32(48)], [np.int32(266), np.int32(48)]], '2', np.float64(0.11997505462217362)), ([[np.int32(316), np.int32(20)], [np.int32(398), np.int32(20)], [np.int32(398), np.int32(48)], [np.int32(316), np.int32(48)]], 'Normal', np.float64(0.7332042617147331))]"
2025-04-20 18:53:03,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8812233880488523))]"
2025-04-20 18:53:03,GameTime,"[([[np.int32(2), 0], [np.int32(70), 0], [np.int32(70), np.int32(30)], [np.int32(2), np.int32(30)]], '21.23', np.float64(0.7409968618513357))]"
2025-04-20 18:53:04,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 18:53:05,FishWeight,"[([[np.int32(148), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(148), np.int32(98)]], '1.352kg', np.float64(0.9998014279802176))]"
2025-04-20 18:53:06,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7039765275710612)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.990144846475561)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(90)], [np.int32(34), np.int32(90)]], 'Sweet Caramel Flavor', np.float64(0.8260891900453443))]"
2025-04-20 18:55:00,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '18.88', np.float64(0.49464581999903745))]"
2025-04-20 18:55:01,WeatherDesc,"[([[np.int32(78), np.int32(20)], [np.int32(208), np.int32(20)], [np.int32(208), np.int32(50)], [np.int32(78), np.int32(50)]], 'SW 13mls', np.float64(0.7079905502014944)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(48)], [np.int32(316), np.int32(48)]], 'Normal', np.float64(0.997124359712862))]"
2025-04-20 18:55:03,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8885537988985478))]"
2025-04-20 18:55:03,GameTime,"[([[np.int32(2), 0], [70, 0], [70, np.int32(30)], [np.int32(2), np.int32(30)]], '22.43', np.float64(0.7258474039873158))]"
2025-04-20 18:55:04,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 18:55:05,FishWeight,"[([[np.int32(148), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(148), np.int32(98)]], '1.013kg', np.float64(0.9999376857131899))]"
2025-04-20 18:55:06,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7417386397519166)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.95539887879143)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(88)], [np.int32(34), np.int32(88)]], 'Sweet Caramel Flavor', np.float64(0.8765397254192636))]"
2025-04-20 18:59:02,Temperature,"[([[0, np.int32(8)], [np.int32(114), np.int32(8)], [np.int32(114), np.int32(60)], [0, np.int32(60)]], '16.80', np.float64(0.8427503954608804))]"
2025-04-20 18:59:03,WeatherDesc,"[([[np.int32(39), np.int32(13)], [np.int32(209), np.int32(13)], [np.int32(209), np.int32(55)], [np.int32(39), np.int32(55)]], '2 SW 1.3 m/s', np.float64(0.35256888730822356)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Nommal', np.float64(0.5721572979008965))]"
2025-04-20 18:59:05,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8784006956071094))]"
2025-04-20 18:59:05,GameTime,"[([[0, 0], [70, 0], [70, np.int32(30)], [0, np.int32(30)]], '00:16', np.float64(0.8094333684351441))]"
2025-04-20 18:59:06,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 18:59:07,FishWeight,"[([[np.int32(213), np.int32(31)], [np.int32(351), np.int32(31)], [np.int32(351), np.int32(95)], [np.int32(213), np.int32(95)]], '670g', np.float64(0.9962634422791402))]"
2025-04-20 18:59:08,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.7417386397519166)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.9775112512613022)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(88)], [np.int32(34), np.int32(88)]], 'Sweet Caramel Flavor', np.float64(0.8288935531592234))]"
2025-04-20 19:00:22,Temperature,"[([[0, np.int32(10)], [np.int32(114), np.int32(10)], [np.int32(114), np.int32(60)], [0, np.int32(60)]], '16.20', np.float64(0.8162200866910985))]"
2025-04-20 19:00:23,WeatherDesc,"[([[np.int32(41), np.int32(13)], [np.int32(209), np.int32(13)], [np.int32(209), np.int32(55)], [np.int32(41), np.int32(55)]], '2SW 13 mls', np.float64(0.2804135573794556)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.7330891512124929))]"
2025-04-20 19:00:25,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8648700773213999))]"
2025-04-20 19:00:25,GameTime,"[([[0, np.int32(2)], [70, np.int32(2)], [70, np.int32(30)], [0, np.int32(30)]], '00.52', np.float64(0.7491468223096156))]"
2025-04-20 19:00:26,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 19:00:27,FishWeight,"[([[np.int32(213), np.int32(31)], [np.int32(351), np.int32(31)], [np.int32(351), np.int32(95)], [np.int32(213), np.int32(95)]], '953g', np.float64(0.9980582594871521))]"
2025-04-20 19:00:28,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999964833259583)), ([[np.int32(32), np.int32(26)], [np.int32(305), np.int32(26)], [np.int32(305), np.int32(65)], [np.int32(32), np.int32(65)]], 'Strawberry 15 Pop-Up', np.float64(0.8280480759508402)), ([[np.int32(35), np.int32(57)], [np.int32(369), np.int32(57)], [np.int32(369), np.int32(95)], [np.int32(35), np.int32(95)]], 'White Chocolate 14 Pop-Up', np.float64(0.7844239917614774))]"
2025-04-20 19:09:05,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '14.20', np.float64(0.49995191522125954))]"
2025-04-20 19:09:06,WeatherDesc,"[([[np.int32(80), np.int32(20)], [np.int32(208), np.int32(20)], [np.int32(208), np.int32(50)], [np.int32(80), np.int32(50)]], 'SW 1.5 mls', np.float64(0.9106751966978404)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.9990380416247373))]"
2025-04-20 19:09:08,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.849239239631597))]"
2025-04-20 19:09:09,GameTime,"[([[0, np.int32(2)], [70, np.int32(2)], [70, np.int32(30)], [0, np.int32(30)]], '00.52', np.float64(0.7491468223096156))]"
2025-04-20 19:09:10,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 19:09:10,FishWeight,"[([[np.int32(213), np.int32(31)], [np.int32(351), np.int32(31)], [np.int32(351), np.int32(95)], [np.int32(213), np.int32(95)]], '953g', np.float64(0.5754594309700608))]"
2025-04-20 19:09:11,BaitInfo,"[([[0, np.int32(2)], [np.int32(54), np.int32(2)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.9999967813491821)), ([[np.int32(32), np.int32(26)], [np.int32(305), np.int32(26)], [np.int32(305), np.int32(65)], [np.int32(32), np.int32(65)]], 'Strawberry 15 Pop-Up', np.float64(0.7556015361641794)), ([[np.int32(35), np.int32(57)], [np.int32(369), np.int32(57)], [np.int32(369), np.int32(95)], [np.int32(35), np.int32(95)]], 'White Chocolate 14 Pop-Up', np.float64(0.8201746454290325))]"
2025-04-20 19:15:22,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '15.50', np.float64(0.4806071843265885))]"
2025-04-20 19:15:23,WeatherDesc,"[([[np.int32(41), np.int32(13)], [np.int32(209), np.int32(13)], [np.int32(209), np.int32(55)], [np.int32(41), np.int32(55)]], 'GSW 15 m/s', np.float64(0.3125448055276098)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Nomal', np.float64(0.5945587255883251))]"
2025-04-20 19:15:25,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.8802911010514757))]"
2025-04-20 19:15:26,GameTime,"[([[0, 0], [70, 0], [70, np.int32(30)], [0, np.int32(30)]], '03.45', np.float64(0.9633210363716812))]"
2025-04-20 19:15:27,FishName,"[([[np.int32(52), np.int32(56)], [np.int32(222), np.int32(56)], [np.int32(222), np.int32(106)], [np.int32(52), np.int32(106)]], 'Crucian', np.float64(0.9999833739680186)), ([[np.float64(226.01360607616786), np.float64(50.081636457007136)], [np.float64(338.7222745826233), np.float64(67.19567918565932)], [np.float64(327.98639392383217), np.float64(121.91836354299286)], [np.float64(216.27772541737667), np.float64(105.80432081434068)]], 'Carp', np.float64(0.9912863500552871))]"
2025-04-20 19:15:27,FishWeight,"[([[np.int32(213), np.int32(31)], [np.int32(351), np.int32(31)], [np.int32(351), np.int32(95)], [np.int32(213), np.int32(95)]], '362g', np.float64(0.9787287712097168))]"
2025-04-20 19:15:28,BaitInfo,"[([[0, np.int32(4)], [np.int32(54), np.int32(4)], [np.int32(54), np.int32(32)], [0, np.int32(32)]], 'Bait', np.float64(0.749133583706686)), ([[np.int32(33), np.int32(27)], [np.int32(157), np.int32(27)], [np.int32(157), np.int32(66)], [np.int32(33), np.int32(66)]], 'Honey 15', np.float64(0.9555048591706271)), ([[np.int32(34), np.int32(58)], [np.int32(300), np.int32(58)], [np.int32(300), np.int32(90)], [np.int32(34), np.int32(90)]], 'Sweet Caramel Flavor', np.float64(0.8381342411761473))]"
2025-04-20 19:19:56,Temperature,"[([[0, np.int32(10)], [np.int32(112), np.int32(10)], [np.int32(112), np.int32(60)], [0, np.int32(60)]], '16.80', np.float64(0.7340468011735997))]"
2025-04-20 19:19:57,WeatherDesc,"[([[np.int32(80), np.int32(20)], [np.int32(208), np.int32(20)], [np.int32(208), np.int32(50)], [np.int32(80), np.int32(50)]], 'SW 1.Smls', np.float64(0.2661305180208676)), ([[np.int32(316), np.int32(20)], [np.int32(400), np.int32(20)], [np.int32(400), np.int32(46)], [np.int32(316), np.int32(46)]], 'Normal', np.float64(0.5485948458612444))]"
2025-04-20 19:19:59,MapName,"[([[np.int32(98), np.int32(2)], [np.int32(220), np.int32(2)], [np.int32(220), np.int32(32)], [np.int32(98), np.int32(32)]], 'Bear Lake', np.float64(0.7804703518378847))]"
2025-04-20 19:20:00,GameTime,"[([[0, 0], [70, 0], [70, np.int32(30)], [0, np.int32(30)]], '06.43', np.float64(0.9971234344413237))]"
2025-04-20 19:20:00,FishName,"[([[np.int32(50), np.int32(54)], [np.int32(367), np.int32(54)], [np.int32(367), np.int32(117)], [np.int32(50), np.int32(117)]], 'Common Carp', np.float64(0.9970457486517689))]"
2025-04-20 19:20:01,FishWeight,"[([[np.int32(148), np.int32(26)], [np.int32(356), np.int32(26)], [np.int32(356), np.int32(98)], [np.int32(148), np.int32(98)]], '1.105kg', np.float64(0.9999059648715947))]"
